Name,Operation,Command Sent,Response Received,Conversion,Medium of transmission,Date and Time
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:14:03
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:17:58
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:17:58
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:00
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:02
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:04
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:06
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:08
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:10
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:12
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:14
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:17
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:19
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:21
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:23
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:25
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:27
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:29
Tag ID,Read,24110100E1F023,E2004704CB506021A9450113,hex as it is,UART,2026-09-03 15:18:31
